Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD,Revenue_Outlier_Flag,Year,Month,Day_Of_Week,Revenue_per_Unit,Next_Month_Revenue
2025-06-06,North America,Display Tablet,Cintiq 16,Support Plan,174,110726.13,8809.75,119535.88,0,2025,6,4,686.99,5744252.71
2025-06-07,Europe,Display Tablet,Wacom One Display,Training,231,258788.89,31494.39,290283.28,0,2025,6,5,1256.64,5744252.71
2025-06-08,Latin America,Accessories,Pro Pen 2,Support Plan,164,39275.4,4390.8,43666.2,0,2025,6,6,266.26,5744252.71
2025-06-09,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,172,198338.7,34968.84,233307.54,0,2025,6,0,1356.44,5744252.71
2025-06-10,APAC,Display Tablet,Cintiq Pro 24,Support Plan,237,159503.73,15122.87,174626.6,0,2025,6,1,736.82,5744252.71
2025-06-11,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,243,178845.75,23980.22,202825.97,0,2025,6,2,834.67,5744252.71
2025-06-12,Japan,Accessories,Wacom Stand,Cloud Services,243,183639.41,32146.97,215786.38,0,2025,6,3,888.01,5744252.71
2025-06-13,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,199,41765.69,6894.36,48660.05,0,2025,6,4,244.52,5744252.71
2025-06-14,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,194,146293.93,11067.58,157361.51,0,2025,6,5,811.14,5744252.71
2025-06-15,Latin America,Accessories,Wacom Stand,Extended Warranty,165,126463.02,21499.28,147962.3,0,2025,6,6,896.74,5744252.71
2025-06-16,APAC,Accessories,ExpressKey Remote,Training,123,179442.32,23970.72,203413.04,0,2025,6,0,1653.76,5744252.71
2025-06-17,North America,Accessories,Wacom Stand,Support Plan,197,322044.91,36288.28,358333.19,0,2025,6,1,1818.95,5744252.71
2025-06-18,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,228,97732.15,4209.98,101942.13,0,2025,6,2,447.11,5744252.71
2025-06-19,Latin America,Pen Tablet,Wacom Intuos M,Training,148,88271.74,8111.03,96382.77,0,2025,6,3,651.23,5744252.71
2025-06-20,APAC,Mobile Studio,MobileStudio Pro 13,Training,185,320569.92,32059.83,352629.75,0,2025,6,4,1906.11,5744252.71
2025-06-21,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,225,109759.19,5357.23,115116.42,0,2025,6,5,511.63,5744252.71
2025-06-22,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,209,308606.01,25762.82,334368.83,0,2025,6,6,1599.85,5744252.71
2025-06-23,Europe,Accessories,Wacom Stand,Training,216,116835.05,6923.36,123758.41,0,2025,6,0,572.96,5744252.71
2025-06-24,North America,Accessories,Wacom Stand,Support Plan,201,242718.51,17553.52,260272.03,0,2025,6,1,1294.89,5744252.71
2025-06-25,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,124,200536.02,11116.02,211652.04,0,2025,6,2,1706.87,5744252.71
2025-06-26,Europe,Accessories,Wacom Stand,Extended Warranty,210,151482.62,7313.53,158796.15,0,2025,6,3,756.17,5744252.71
2025-06-27,North America,Pen Tablet,Wacom Intuos M,Cloud Services,140,238483.4,15139.33,253622.73,0,2025,6,4,1811.59,5744252.71
2025-06-28,APAC,Display Tablet,Wacom One Display,Support Plan,188,31952.46,3043.54,34996.0,0,2025,6,5,186.15,5744252.71
2025-06-29,Latin America,Pen Tablet,One by Wacom,Extended Warranty,230,290499.78,19774.08,310273.86,0,2025,6,6,1349.02,5744252.71
2025-06-30,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,187,197457.76,18035.74,215493.5,0,2025,6,0,1152.37,5744252.71
2025-07-01,APAC,Pen Tablet,One by Wacom,Cloud Services,154,188708.3,33030.71,221739.01,0,2025,7,1,1439.86,5504166.67
2025-07-02,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,245,166797.05,18056.19,184853.24,0,2025,7,2,754.5,5504166.67
2025-07-03,Europe,Display Tablet,Wacom One Display,Cloud Services,145,78166.93,7191.83,85358.76,0,2025,7,3,588.68,5504166.67
2025-07-04,Latin America,Accessories,ExpressKey Remote,Extended Warranty,150,94931.55,10076.99,105008.54,0,2025,7,4,700.06,5504166.67
2025-07-05,Japan,Pen Tablet,Wacom Intuos S,Training,177,46341.63,2941.51,49283.14,0,2025,7,5,278.44,5504166.67
2025-07-06,Europe,Pen Tablet,Wacom Intuos S,Cloud Services,228,116198.75,16732.7,132931.45,0,2025,7,6,583.03,5504166.67
2025-07-07,North America,Accessories,Wacom Stand,Training,183,231241.88,22686.8,253928.68,0,2025,7,0,1387.59,5504166.67
2025-07-08,North America,Accessories,Wacom Stand,Training,179,120383.5,16693.69,137077.19,0,2025,7,1,765.79,5504166.67
2025-07-09,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,233,320151.19,18159.18,338310.37,0,2025,7,2,1451.98,5504166.67
2025-07-10,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,82,143416.22,23700.78,167117.0,0,2025,7,3,2038.01,5504166.67
2025-07-11,Europe,Display Tablet,Wacom One Display,Support Plan,146,63089.77,7357.23,70447.0,0,2025,7,4,482.51,5504166.67
2025-07-12,North America,Display Tablet,Cintiq Pro 24,Cloud Services,125,102148.47,4608.52,106756.99,0,2025,7,5,854.06,5504166.67
2025-07-13,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,148,232526.68,16273.67,248800.35,0,2025,7,6,1681.08,5504166.67
2025-07-14,North America,Accessories,Wacom Stand,Extended Warranty,214,192198.03,12848.07,205046.1,0,2025,7,0,958.16,5504166.67
2025-07-15,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,141,62865.17,8542.82,71407.99,0,2025,7,1,506.44,5504166.67
2025-07-16,Europe,Display Tablet,Cintiq Pro 24,Support Plan,198,265648.11,16714.16,282362.27,0,2025,7,2,1426.07,5504166.67
2025-07-17,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,219,330911.08,36893.99,367805.07,0,2025,7,3,1679.48,5504166.67
2025-07-18,APAC,Display Tablet,Cintiq 16,Support Plan,197,32955.65,5488.72,38444.37,0,2025,7,4,195.15,5504166.67
2025-07-19,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,223,219384.92,33227.25,252612.17,0,2025,7,5,1132.79,5504166.67
2025-07-20,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,181,67963.44,11291.53,79254.97,0,2025,7,6,437.87,5504166.67
2025-07-21,Japan,Display Tablet,Cintiq 16,Training,208,367744.71,20868.87,388613.58,0,2025,7,0,1868.33,5504166.67
2025-07-22,Japan,Display Tablet,Cintiq Pro 24,Training,125,100715.67,11766.15,112481.82,0,2025,7,1,899.85,5504166.67
2025-07-23,Latin America,Display Tablet,Wacom One Display,Training,175,187510.85,26484.5,213995.35,0,2025,7,2,1222.83,5504166.67
2025-07-24,Japan,Pen Tablet,Wacom Intuos M,Training,172,160701.4,19169.99,179871.39,0,2025,7,3,1045.76,5504166.67
2025-07-25,Latin America,Display Tablet,Wacom One Display,Training,201,149477.02,26348.25,175825.27,0,2025,7,4,874.75,5504166.67
2025-07-26,Japan,Display Tablet,Cintiq 16,Training,206,253547.21,25581.26,279128.47,0,2025,7,5,1354.99,5504166.67
2025-07-27,North America,Display Tablet,Cintiq 16,Extended Warranty,157,158403.36,18473.93,176877.29,0,2025,7,6,1126.61,5504166.67
2025-07-28,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,138,130619.27,8323.51,138942.78,0,2025,7,0,1006.83,5504166.67
2025-07-29,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,147,220431.48,14648.91,235080.39,0,2025,7,1,1599.19,5504166.67
2025-07-30,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,143,180107.57,19815.92,199923.49,0,2025,7,2,1398.07,5504166.67
2025-07-31,APAC,Display Tablet,Cintiq 16,Training,139,209010.08,35958.14,244968.22,0,2025,7,3,1762.36,5504166.67
2025-08-01,North America,Accessories,Wacom Stand,Training,213,119671.5,18907.73,138579.23,0,2025,8,4,650.61,4995619.73
2025-08-02,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,251,258161.54,38880.51,297042.05,0,2025,8,5,1183.43,4995619.73
2025-08-03,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,153,14318.32,623.15,14941.47,0,2025,8,6,97.66,4995619.73
2025-08-04,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,183,261416.88,25844.81,287261.69,0,2025,8,0,1569.74,4995619.73
2025-08-05,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,196,273285.66,22707.55,295993.21,0,2025,8,1,1510.17,4995619.73
2025-08-06,Japan,Pen Tablet,One by Wacom,Training,238,28068.87,2827.93,30896.8,0,2025,8,2,129.82,4995619.73
2025-08-07,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,142,241410.29,12729.78,254140.07,0,2025,8,3,1789.72,4995619.73
2025-08-08,Europe,Accessories,Pro Pen 2,Cloud Services,173,37329.29,6469.43,43798.72,0,2025,8,4,253.17,4995619.73
2025-08-09,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,202,335538.21,44214.81,379753.02,0,2025,8,5,1879.97,4995619.73
2025-08-10,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,190,179801.61,17002.22,196803.83,0,2025,8,6,1035.81,4995619.73
2025-08-11,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,233,198227.93,30182.6,228410.53,0,2025,8,0,980.3,4995619.73
2025-08-12,APAC,Accessories,ExpressKey Remote,Support Plan,198,94762.01,14318.68,109080.69,0,2025,8,1,550.91,4995619.73
2025-08-13,North America,Display Tablet,Cintiq 16,Training,140,15827.41,1019.21,16846.62,0,2025,8,2,120.33,4995619.73
2025-08-14,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,171,260204.33,44722.59,304926.92,0,2025,8,3,1783.2,4995619.73
2025-08-15,Europe,Accessories,Pro Pen 2,Cloud Services,139,60615.68,10331.23,70946.91,0,2025,8,4,510.41,4995619.73
2025-08-16,North America,Accessories,ExpressKey Remote,Cloud Services,242,238613.57,14873.58,253487.15,0,2025,8,5,1047.47,4995619.73
2025-08-17,North America,Pen Tablet,Wacom Intuos M,Extended Warranty,177,19726.55,2936.66,22663.21,0,2025,8,6,128.04,4995619.73
2025-08-18,Latin America,Accessories,Pro Pen 2,Extended Warranty,156,87439.38,10466.84,97906.22,0,2025,8,0,627.6,4995619.73
2025-08-19,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,123,70778.33,8071.14,78849.47,0,2025,8,1,641.05,4995619.73
2025-08-20,Europe,Accessories,ExpressKey Remote,Cloud Services,184,192653.78,32754.79,225408.57,0,2025,8,2,1225.05,4995619.73
2025-08-21,Latin America,Pen Tablet,One by Wacom,Extended Warranty,199,227277.53,20726.72,248004.25,0,2025,8,3,1246.25,4995619.73
2025-08-22,Japan,Mobile Studio,MobileStudio Pro 16,Training,174,263519.51,40824.79,304344.3,0,2025,8,4,1749.11,4995619.73
2025-08-23,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,170,201336.44,9125.13,210461.57,0,2025,8,5,1238.01,4995619.73
2025-08-24,Latin America,Accessories,Pro Pen 2,Cloud Services,132,62931.89,3498.61,66430.5,0,2025,8,6,503.26,4995619.73
2025-08-25,APAC,Pen Tablet,Wacom Intuos M,Support Plan,176,69366.96,2847.16,72214.12,0,2025,8,0,410.31,4995619.73
2025-08-26,Latin America,Display Tablet,Wacom One Display,Cloud Services,225,213165.99,30787.78,243953.77,0,2025,8,1,1084.24,4995619.73
2025-08-27,Latin America,Accessories,ExpressKey Remote,Extended Warranty,217,244500.06,32017.49,276517.55,0,2025,8,2,1274.27,4995619.73
2025-08-28,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,189,62450.88,8423.02,70873.9,0,2025,8,3,374.99,4995619.73
2025-08-29,Japan,Accessories,Wacom Stand,Training,84,41948.86,6770.28,48719.14,0,2025,8,4,579.99,4995619.73
2025-08-30,Japan,Pen Tablet,One by Wacom,Training,147,238825.95,24774.13,263600.08,0,2025,8,5,1793.2,4995619.73
2025-08-31,North America,Accessories,Wacom Stand,Cloud Services,179,304864.66,46446.45,351311.11,0,2025,8,6,1962.63,4995619.73
2025-09-01,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,198,23528.93,1797.65,25326.58,0,2025,9,0,127.91,6469717.13
2025-09-02,North America,Display Tablet,Cintiq 16,Support Plan,216,151620.9,17408.2,169029.1,0,2025,9,1,782.54,6469717.13
2025-09-03,Japan,Display Tablet,Wacom One Display,Cloud Services,101,32428.32,3285.26,35713.58,0,2025,9,2,353.6,6469717.13
2025-09-04,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,193,29888.09,4842.22,34730.31,0,2025,9,3,179.95,6469717.13
2025-09-05,Europe,Display Tablet,Cintiq 16,Support Plan,165,200551.82,26256.5,226808.32,0,2025,9,4,1374.6,6469717.13
2025-09-06,North America,Mobile Studio,MobileStudio Pro 13,Training,164,27391.67,2242.12,29633.79,0,2025,9,5,180.69,6469717.13
2025-09-07,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,160,73994.33,10679.55,84673.88,0,2025,9,6,529.21,6469717.13
2025-09-08,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,187,249520.24,32435.99,281956.23,0,2025,9,0,1507.79,6469717.13
2025-09-09,APAC,Accessories,Pro Pen 2,Support Plan,176,186968.27,25435.14,212403.41,0,2025,9,1,1206.84,6469717.13
2025-09-10,Latin America,Accessories,Pro Pen 2,Extended Warranty,206,229444.15,15477.89,244922.04,0,2025,9,2,1188.94,6469717.13
2025-09-11,APAC,Mobile Studio,MobileStudio Pro 16,Training,196,117604.42,19614.29,137218.71,0,2025,9,3,700.1,6469717.13
2025-09-12,Latin America,Display Tablet,Cintiq 16,Cloud Services,177,171548.78,6987.23,178536.01,0,2025,9,4,1008.68,6469717.13
2025-09-13,Japan,Accessories,ExpressKey Remote,Support Plan,228,120325.86,11422.97,131748.83,0,2025,9,5,577.85,6469717.13
2025-09-14,North America,Pen Tablet,Wacom Intuos S,Support Plan,192,342169.45,16436.41,358605.86,0,2025,9,6,1867.74,6469717.13
2025-09-15,Europe,Pen Tablet,One by Wacom,Training,176,221376.88,16533.34,237910.22,0,2025,9,0,1351.76,6469717.13
2025-09-16,North America,Display Tablet,Cintiq 16,Extended Warranty,208,356072.88,63079.8,419152.68,0,2025,9,1,2015.16,6469717.13
2025-09-17,Europe,Display Tablet,Wacom One Display,Training,260,104332.31,11344.8,115677.11,0,2025,9,2,444.91,6469717.13
2025-09-18,Latin America,Pen Tablet,Wacom Intuos S,Training,168,93950.49,16807.55,110758.04,0,2025,9,3,659.27,6469717.13
2025-09-19,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,195,168836.75,23035.07,191871.82,0,2025,9,4,983.96,6469717.13
2025-09-20,Europe,Display Tablet,Cintiq 16,Cloud Services,208,141712.15,25220.39,166932.54,0,2025,9,5,802.56,6469717.13
2025-09-21,Europe,Display Tablet,Wacom One Display,Support Plan,202,286272.07,38394.32,324666.39,0,2025,9,6,1607.26,6469717.13
2025-09-22,APAC,Accessories,Wacom Stand,Extended Warranty,188,211714.63,31495.25,243209.88,0,2025,9,0,1293.67,6469717.13
2025-09-23,Japan,Display Tablet,Cintiq Pro 24,Support Plan,181,257649.08,19559.89,277208.97,0,2025,9,1,1531.54,6469717.13
2025-09-24,North America,Pen Tablet,One by Wacom,Cloud Services,183,117451.04,4885.97,122337.01,0,2025,9,2,668.51,6469717.13
2025-09-25,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,107,36114.85,3257.23,39372.08,0,2025,9,3,367.96,6469717.13
2025-09-26,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,163,167100.22,11596.91,178697.13,0,2025,9,4,1096.3,6469717.13
2025-09-27,Europe,Mobile Studio,MobileStudio Pro 13,Training,212,63862.84,2902.0,66764.84,0,2025,9,5,314.93,6469717.13
2025-09-28,North America,Mobile Studio,MobileStudio Pro 13,Training,134,40971.72,6153.02,47124.74,0,2025,9,6,351.68,6469717.13
2025-09-29,Europe,Pen Tablet,Wacom Intuos M,Support Plan,167,69381.34,3320.38,72701.72,0,2025,9,0,435.34,6469717.13
2025-09-30,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,217,201353.16,28574.75,229927.91,0,2025,9,1,1059.58,6469717.13
2025-10-01,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,196,349509.97,31557.27,381067.24,0,2025,10,2,1944.22,7016311.93
2025-10-02,Latin America,Pen Tablet,One by Wacom,Training,242,240385.8,22349.69,262735.49,0,2025,10,3,1085.68,7016311.93
2025-10-03,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,202,202900.22,17636.61,220536.83,0,2025,10,4,1091.77,7016311.93
2025-10-04,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,184,223613.05,14271.58,237884.63,0,2025,10,5,1292.85,7016311.93
2025-10-05,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,192,244568.5,39112.14,283680.64,0,2025,10,6,1477.5,7016311.93
2025-10-06,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,239,189272.0,28478.56,217750.56,0,2025,10,0,911.09,7016311.93
2025-10-07,Europe,Pen Tablet,Wacom Intuos M,Support Plan,252,137183.92,8677.08,145861.0,0,2025,10,1,578.81,7016311.93
2025-10-08,Europe,Pen Tablet,Wacom Intuos S,Support Plan,234,59618.18,4637.62,64255.8,0,2025,10,2,274.6,7016311.93
2025-10-09,Latin America,Pen Tablet,Wacom Intuos S,Training,160,232389.03,41326.12,273715.15,0,2025,10,3,1710.72,7016311.93
2025-10-10,APAC,Pen Tablet,Wacom Intuos S,Support Plan,131,228702.58,30896.09,259598.67,0,2025,10,4,1981.67,7016311.93
2025-10-11,North America,Display Tablet,Cintiq Pro 24,Extended Warranty,151,128528.62,19501.81,148030.43,0,2025,10,5,980.33,7016311.93
2025-10-12,North America,Display Tablet,Cintiq Pro 24,Support Plan,105,36772.6,6404.27,43176.87,0,2025,10,6,411.21,7016311.93
2025-10-13,Japan,Pen Tablet,One by Wacom,Extended Warranty,246,280344.74,37088.77,317433.51,0,2025,10,0,1290.38,7016311.93
2025-10-14,Latin America,Display Tablet,Wacom One Display,Cloud Services,175,271376.05,23422.94,294798.99,0,2025,10,1,1684.57,7016311.93
2025-10-15,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,90,81105.4,10060.03,91165.43,0,2025,10,2,1012.95,7016311.93
2025-10-16,Europe,Display Tablet,Wacom One Display,Training,174,97749.98,5659.14,103409.12,0,2025,10,3,594.31,7016311.93
2025-10-17,Europe,Accessories,Pro Pen 2,Cloud Services,168,20271.92,3048.76,23320.68,0,2025,10,4,138.81,7016311.93
2025-10-18,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,226,403774.38,49299.35,453073.73,0,2025,10,5,2004.75,7016311.93
2025-10-19,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,141,220679.95,33310.79,253990.74,0,2025,10,6,1801.35,7016311.93
2025-10-20,APAC,Pen Tablet,Wacom Intuos M,Cloud Services,183,140561.3,18217.77,158779.07,0,2025,10,0,867.65,7016311.93
2025-10-21,Latin America,Accessories,Wacom Stand,Cloud Services,180,237726.75,41356.13,279082.88,0,2025,10,1,1550.46,7016311.93
2025-10-22,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,135,139815.4,7358.15,147173.55,0,2025,10,2,1090.17,7016311.93
2025-10-23,Latin America,Mobile Studio,MobileStudio Pro 16,Training,236,281963.57,40142.51,322106.08,0,2025,10,3,1364.86,7016311.93
2025-10-24,Japan,Accessories,Pro Pen 2,Extended Warranty,153,48397.25,2934.37,51331.62,0,2025,10,4,335.5,7016311.93
2025-10-25,Europe,Accessories,ExpressKey Remote,Cloud Services,150,220812.67,27117.3,247929.97,0,2025,10,5,1652.87,7016311.93
2025-10-26,North America,Accessories,Wacom Stand,Cloud Services,199,67242.21,3964.3,71206.51,0,2025,10,6,357.82,7016311.93
2025-10-27,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,169,269930.27,46952.96,316883.23,0,2025,10,0,1875.05,7016311.93
2025-10-28,Europe,Accessories,Pro Pen 2,Support Plan,132,98520.18,15709.22,114229.4,0,2025,10,1,865.37,7016311.93
2025-10-29,North America,Display Tablet,Cintiq 16,Support Plan,207,48721.69,4719.67,53441.36,0,2025,10,2,258.17,7016311.93
2025-10-30,Japan,Display Tablet,Cintiq 16,Extended Warranty,204,323253.96,13666.7,336920.66,0,2025,10,3,1651.57,7016311.93
2025-10-31,Europe,Pen Tablet,Wacom Intuos M,Support Plan,163,259662.36,35484.93,295147.29,0,2025,10,4,1810.72,7016311.93
2025-11-01,Europe,Mobile Studio,MobileStudio Pro 13,Training,240,406135.32,52312.25,458447.57,0,2025,11,5,1910.2,6129684.86
2025-11-02,North America,Pen Tablet,One by Wacom,Training,205,33247.07,4115.7,37362.77,0,2025,11,6,182.26,6129684.86
2025-11-03,Japan,Accessories,Wacom Stand,Support Plan,207,268062.34,38943.6,307005.94,0,2025,11,0,1483.12,6129684.86
2025-11-04,North America,Pen Tablet,One by Wacom,Training,127,62343.34,5136.5,67479.84,0,2025,11,1,531.34,6129684.86
2025-11-05,Latin America,Accessories,Pro Pen 2,Support Plan,168,273928.89,41019.51,314948.4,0,2025,11,2,1874.69,6129684.86
2025-11-06,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,226,176219.25,27119.0,203338.25,0,2025,11,3,899.73,6129684.86
2025-11-07,APAC,Accessories,ExpressKey Remote,Support Plan,131,123302.47,15645.88,138948.35,0,2025,11,4,1060.67,6129684.86
2025-11-08,APAC,Mobile Studio,MobileStudio Pro 13,Training,171,171136.35,12103.43,183239.78,0,2025,11,5,1071.58,6129684.86
2025-11-09,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,157,214341.41,8783.59,223125.0,0,2025,11,6,1421.18,6129684.86
2025-11-10,APAC,Pen Tablet,Wacom Intuos S,Training,156,213379.63,37297.27,250676.9,0,2025,11,0,1606.9,6129684.86
2025-11-11,APAC,Accessories,ExpressKey Remote,Training,271,152777.93,9134.45,161912.38,0,2025,11,1,597.46,6129684.86
2025-11-12,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,232,105484.03,4482.36,109966.39,0,2025,11,2,473.99,6129684.86
2025-11-13,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,179,35549.18,5229.37,40778.55,0,2025,11,3,227.81,6129684.86
2025-11-14,Japan,Accessories,Wacom Stand,Extended Warranty,211,279375.8,28722.08,308097.88,0,2025,11,4,1460.18,6129684.86
2025-11-15,Europe,Display Tablet,Wacom One Display,Training,180,116460.1,20469.6,136929.7,0,2025,11,5,760.72,6129684.86
2025-11-16,APAC,Mobile Studio,MobileStudio Pro 13,Training,236,282949.25,11414.6,294363.85,0,2025,11,6,1247.3,6129684.86
2025-11-17,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,179,231790.7,27359.2,259149.9,0,2025,11,0,1447.76,6129684.86
2025-11-18,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,182,114534.34,19220.0,133754.34,0,2025,11,1,734.91,6129684.86
